,Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Country
644,Pitch,Berlin,Marketing,59.0,0.3,2022-09-14 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6975741747565932544/,137.0,Germany
228,Plaid,SF Bay Area,Finance,260.0,0.2,2022-12-07 00:00:00,https://techcrunch.com/2022/12/07/plaid-layoff-fintech/,734.0,United States
461,Planetly,Berlin,Other,200.0,1.0,2022-11-04 00:00:00,https://www.axios.com/pro/climate-deals/2022/11/04/planetly-shuts-down-layoffs-carbon-accounting,5.0,Germany
730,Plato,SF Bay Area,HR,29.0,0.5,2022-08-23 00:00:00,Company exec,3.0,United States
561,Playdots,New York City,Consumer,65.0,1.0,2022-10-13 00:00:00,https://www.theverge.com/2022/10/13/23403055/take-two-playdots-shut-down-close-two-dots-garden-tails,10.0,United States
468,Pleo,Copenhagen,Finance,150.0,0.15,2022-11-03 00:00:00,https://www.finextra.com/newsarticle/41262/danish-fintech-pleo-cuts-workforce-by-15,428.0,United States
754,Pliops,Tel Aviv,Data,12.0,0.09,2022-08-16 00:00:00,https://www.calcalistech.com/ctechnews/article/hkch00dya5,205.0,Israel
435,Plum,Bengaluru,Healthcare,36.0,0.1,2022-11-09 00:00:00,https://www.moneycontrol.com/news/business/announcements/tiger-global-backed-plum-insurance-lays-off-36-employees-9478371.html,20.0,India
190,Pluralsight,Salt Lake City,Education,400.0,0.2,2022-12-12 00:00:00,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192.0,United States
1384,Pocketmath,Singapore,Marketing,21.0,1.0,2021-01-20 00:00:00,https://www.businessinsider.com/mobile-advertising-company-pocketmath-shut-down-facing-lawsuits-2021-1,20.0,Singapore
1187,PolicyGenius,New York City,Finance,170.0,0.25,2022-06-02 00:00:00,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286.0,United States
1267,Pollen,London,Travel,200.0,0.33,2022-05-10 00:00:00,https://newsletter.pragmaticengineer.com/p/the-scoop-11?s=w,238.0,United Kingdom
267,Polly,Burlington,Finance,47.0,0.15,2022-12-02 00:00:00,https://vtdigger.org/2022/12/02/williston-based-insurance-tech-startup-polly-lays-off-47-employees/,184.0,United States
670,Pomelo Fashion,Bangkok,Retail,55.0,0.08,2022-09-08 00:00:00,https://www.bloomberg.com/news/articles/2022-09-08/fashion-e-commerce-startup-pomelo-cuts-jobs-after-market-slows,120.0,Thailand
1382,Postmates,SF Bay Area,Food,180.0,0.15,2021-01-23 00:00:00,https://www.nytimes.com/2021/01/23/technology/uber-postmates-layoffs.html,763.0,United States
1155,Preply,Boston,Education,26.0,0.05,2022-06-09 00:00:00,Internal memo,100.0,United States
202,Primer,London,Finance,85.0,0.33,2022-12-09 00:00:00,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,73.0,United Kingdom
1450,Procore,Los Angeles,Construction,180.0,0.09,2020-07-28 00:00:00,https://www.bloomberg.com/news/articles/2020-07-28/software-startup-procore-said-to-cut-180-jobs-ahead-of-ipo,649.0,United States
939,Project44,Chicago,Logistics,63.0,0.05,2022-07-15 00:00:00,https://www.freightwaves.com/news/project44-cuts-5-of-global-workforce-plans-for-engineering-first-focus,817.0,United States
1961,Puppet,Portland,Infrastructure,50.0,0.1,2020-03-26 00:00:00,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,149.0,United States
728,Q4,Toronto,Other,50.0,0.08,2022-08-23 00:00:00,https://www.theglobeandmail.com/business/article-q4-inc-layoffs-canada/,91.0,Canada
78,Qualtrics,Salt Lake City,Other,270.0,0.05,2023-01-11 00:00:00,https://www.marketwatch.com/story/qualtrics-to-shave-about-270-jobs-or-less-than-5-of-workforce-2023-01-11,400.0,United States
1378,Quandoo,Berlin,Food,87.0,0.2,2021-02-03 00:00:00,https://www.berliner-zeitung.de/en/berlin-reservation-platform-quandoo-slashes-jobs-li.137352,39.0,Germany
861,Quantcast,SF Bay Area,Marketing,40.0,0.06,2022-07-29 00:00:00,https://digiday.com/media/ad-tech-firm-quantcast-cuts-6-in-headcount-as-economic-storm-clouds-gather/,65.0,United States
784,Quanterix,Boston,Healthcare,130.0,0.25,2022-08-09 00:00:00,https://www.genomeweb.com/business-news/quanterix-slashing-workforce-25-percent-it-refocuses-commercial-efforts#.Y3J8V-zMK8B,533.0,United States
895,Quanto,Sao Paulo,Finance,28.0,0.22,2022-07-22 00:00:00,https://www.seudinheiro.com/2022/empresas/onda-de-demissoes-quanto-startup-facily-involves-lils/,15.0,Brazil
323,Quidax,Lagos,Crypto,20.0,0.2,2022-11-24 00:00:00,https://techcabal.com/2022/11/24/nigerian-crypto-exchange-quidax-lays-off-20-of-its-workforce/,3.0,Nigeria
1295,QuintoAndar,Sao Paulo,Real Estate,160.0,0.04,2022-04-19 00:00:00,https://aimgroup.com/2022/04/19/quintoandar-lays-off-4-its-workforce/,755.0,Brazil
1029,Qumulo,Seattle,Data,80.0,0.19,2022-06-29 00:00:00,https://www.geekwire.com/2022/seattle-startup-qumulo-lays-off-80-employees-ceo-cites-economic-conditions-and-reaching-profitability/,347.0,United States
1303,Rad Power Bikes,Seattle,Transportation,100.0,0.14,2022-04-12 00:00:00,https://www.geekwire.com/2022/rad-power-bikes-lays-off-100-employees-about-14-of-staff-after-raising-304m-last-year/,329.0,United States
1313,Rasa,Berlin,Data,59.0,0.4,2022-03-30 00:00:00,https://www.businessinsider.de/gruenderszene/business/exklusiv-massenentlassungen-rasa-andreessen-horowitz-ki/,40.0,Germany
908,RealSelf,Seattle,Healthcare,11.0,0.05,2022-07-21 00:00:00,https://www.geekwire.com/2022/cosmetic-treatment-review-platform-realself-lays-off-11-employees/,42.0,United States
723,Reali,SF Bay Area,Real Estate,140.0,1.0,2022-08-24 00:00:00,https://www.calcalistech.com/ctechnews/article/r1w11v1eyj,117.0,United States
510,Recharge,Los Angeles,Finance,84.0,0.17,2022-10-27 00:00:00,https://rechargepayments.com/blog/a-message-from-oisin/,277.0,United States
579,Redesign Health,New York City,Healthcare,67.0,0.2,2022-10-10 00:00:00,https://www.fastcompany.com/90794350/scoop-redesign-health-lays-off-67-employees-a-month-after-raising-65-million,315.0,United States
1802,Redfin,Seattle,Real Estate,236.0,0.07,2020-04-07 00:00:00,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319.0,United States
1496,Redox,Madison,Healthcare,44.0,0.25,2020-06-16 00:00:00,https://theredoxpodcast.podbean.com/e/22-layoffs/,50.0,United States
1270,Reef,Miami,Transportation,750.0,0.05,2022-05-06 00:00:00,https://www.restaurantbusinessonline.com/technology/reef-lay-5-workforce,1500.0,United States
231,Relativity,Chicago,Legal,150.0,0.1,2022-12-07 00:00:00,https://www.chicagobusiness.com/technology/software-firm-relativity-cuts-10-staff,125.0,United States
985,Remote,SF Bay Area,HR,100.0,0.09,2022-07-06 00:00:00,https://www.publico.pt/2022/07/06/economia/noticia/crise-chega-tecnologicas-portugal-remote-despede-9-2012650,496.0,United States
2009,Remote Year,Chicago,Travel,50.0,0.5,2020-03-19 00:00:00,https://techcrunch.com/2020/03/19/remote-year-which-helps-you-work-while-traveling-the-world-lays-off-50-of-staff/,17.0,United States
819,RenoRun,Montreal,Construction,70.0,0.12,2022-08-04 00:00:00,https://betakit.com/renorun-lays-off-12-percent-of-staff-pauses-geographic-expansion-amid-uncertainty-surrounding-consumer-spending/,163.0,Canada
445,Repertoire Immune Medicines,Boston,Healthcare,65.0,0.5,2022-11-08 00:00:00,https://www.bizjournals.com/boston/news/2022/11/07/repertoire-immune-medicines-layoffs-2022-biotech.html,257.0,United States
312,ResearchGate,Berlin,Other,25.0,0.1,2022-11-28 00:00:00,https://www.linkedin.com/posts/ijad-madisch-4428229_today-we-are-reducing-the-size-of-the-researchgate-activity-7002973716632502273-7jum/,87.0,Germany
168,Revelate,Montreal,Data,24.0,0.3,2022-12-16 00:00:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,26.0,Canada
1585,Revolut,London,Finance,60.0,0.03,2020-05-11 00:00:00,https://www.fnlondon.com/articles/digital-bank-revolut-just-cut-about-60-workers-as-covid-19-crisis-bites-20200511,837.0,United Kingdom
1339,Rhino,New York City,Real Estate,57.0,0.2,2022-02-03 00:00:00,https://therealdeal.com/2022/02/03/proptech-startup-rhino-lays-off-over-20-of-its-staff/,133.0,United States
1760,Rhumbix,SF Bay Area,Construction,16.0,0.27,2020-04-10 00:00:00,Company executive,35.0,United States
398,Ribbon,New York City,Real Estate,170.0,0.85,2022-11-14 00:00:00,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,405.0,United States
1566,Ridecell,SF Bay Area,Transportation,35.0,0.15,2020-05-14 00:00:00,https://layoffs.fyi/2020/05/19/sf-based-ridecell-laid-off-35-employees-half-of-whom-are-engineers/,73.0,United States
1918,RigUp,Austin,Energy,120.0,0.25,2020-03-30 00:00:00,https://www.americaninno.com/austin/inno-news/austin-tech-unicorn-rigup-sheds-100-plus-jobs/,423.0,United States
1085,Ritual,Toronto,Food,23.0,0.16,2022-06-22 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134.0,Canada
1515,Rivian,Detroit,Transportation,40.0,0.02,2020-06-02 00:00:00,https://www.theverge.com/2020/6/2/21278019/rivian-layoffs-new-chief-operating-officer-harley-davidson,3100.0,United States
1288,Robinhood,SF Bay Area,Finance,340.0,0.09,2022-04-26 00:00:00,https://www.cnbc.com/2022/04/26/robinhood-cutting-about-9percent-of-full-time-employees.html,5600.0,United States
1815,Rock Content,Belo Horizonte,Marketing,100.0,0.2,2020-04-06 00:00:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.7,Brazil
348,Roku,SF Bay Area,Media,200.0,0.07,2022-11-17 00:00:00,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,208.0,United States
432,Root Insurance,Columbus,Finance,137.0,0.2,2022-11-09 00:00:00,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,527.0,United States
1903,Rover,Seattle,Consumer,194.0,0.41,2020-03-31 00:00:00,https://www.geekwire.com/2020/pet-care-startup-rover-lays-off-41-workforce-194-employees-due-covid-19-impact/,310.0,United States
1033,Rows,Berlin,Other,18.0,0.3,2022-06-29 00:00:00,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,25.0,Germany
1598,Rubicon Project,Los Angeles,Marketing,50.0,0.08,2020-05-06 00:00:00,https://www.adexchanger.com/platforms/post-merger-rubicon-project-cuts-8-of-staff/,60.0,United States
648,Rubius,Boston,Healthcare,160.0,0.75,2022-09-13 00:00:00,https://www.fiercebiotech.com/biotech/rubius-makes-hard-pivot-after-reviewing-clinical-data-dumping-lead-assets-and-laying-75,445.0,United States
1166,Rupeek,Bengaluru,Finance,180.0,0.15,2022-06-07 00:00:00,https://www.moneycontrol.com/news/business/startup/gold-loan-platform-rupeek-lays-off-over-180-of-its-employees-8653571.html,172.0,India
1275,SEND,Sydney,Food,300.0,1.0,2022-05-04 00:00:00,https://www.smartcompany.com.au/finance/delivery-startup-send-collapses/,3.0,Australia
329,SIRCLO,Jakarta,Retail,160.0,0.08,2022-11-22 00:00:00,https://dailysocial.id/post/sirclo-layoff-2022,92.0,Indonesia
988,SQream,New York City,Data,30.0,0.18,2022-07-06 00:00:00,https://www.calcalistech.com/ctechnews/article/hyvmtrmo9,77.0,United States
1214,SWVL,Dubai,Transportation,400.0,0.32,2022-05-30 00:00:00,https://techcrunch.com/2022/05/30/swvl-plans-to-lay-off-32-of-its-team-two-months-after-going-public/,132.0,United Arab Emirates
1057,SafeGraph,SF Bay Area,Data,27.0,0.25,2022-06-27 00:00:00,https://www.safegraph.com/blog/setting-up-safegraph-for-a-prosperous-future,61.0,United States
1801,Sage Therapeutics,Boston,Healthcare,340.0,0.53,2020-04-07 00:00:00, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,438.0,United States
140,Salesforce,SF Bay Area,Sales,8000.0,0.1,2023-01-04 00:00:00,https://www.nytimes.com/2023/01/04/business/salesforce-layoffs.html,65.0,United States
1836,Salsify,Boston,Retail,60.0,0.13,2020-04-03 00:00:00,https://www.americaninno.com/boston/inno-news-boston/salsify-lays-off-60-cuts-executive-pay-amid-coronavirus-driven-uncertainty/,97.0,United States
1127,Sami,Sao Paulo,Healthcare,75.0,0.15,2022-06-14 00:00:00,https://braziljournal.com/sami-demite-15-para-conter-queima-de-caixa/,36.0,Brazil
1541,Samsara,SF Bay Area,Logistics,300.0,0.18,2020-05-20 00:00:00,https://layoffs.fyi/2020/05/21/samsara-lays-off-300-employees-launches-public-alumni-directory/,530.0,United States
1141,Sanar,Sao Paulo,Healthcare,60.0,0.2,2022-06-10 00:00:00,"https://www.terra.com.br/noticias/tecnologia/inovacao/startup-de-medicina-sanar-demite-60-e-pega-funcionarios-de-surpresa,313ce3bfb0f7ebdf601130784b3e8f5fjpp13hkv.html",11.0,Brazil
1625,Sandbox VR,SF Bay Area,Consumer,80.0,0.8,2020-05-01 00:00:00,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,82.0,United States
1869,Sauce Labs,SF Bay Area,Infrastructure,30.0,0.15,2020-04-02 00:00:00,LinkedIn,151.0,United States
1487,ScaleFactor,Austin,Finance,90.0,0.9,2020-06-23 00:00:00,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,103.0,United States
1780,Scoop,SF Bay Area,Transportation,92.0,0.33,2020-04-08 00:00:00,https://layoffs.fyi/2020/04/10/scoop-announces-layoff/,95.0,United States
1599,Segment,SF Bay Area,Data,50.0,0.1,2020-05-06 00:00:00,https://www.businessinsider.com/segment-10-percent-layoffs-downturn-2020-5,283.0,United States
760,Sema4,Stamford,Healthcare,250.0,0.13,2022-08-15 00:00:00,https://ir.sema4.com/news-releases/news-release-details/sema4-announces-continued-restructuring-business-highlights-and,791.0,United States
1001,Sendle,Sydney,Logistics,27.0,0.12,2022-07-04 00:00:00,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,69.0,Australia
842,Sendy,Nairobi,Logistics,30.0,0.1,2022-08-02 00:00:00,https://techcabal.com/2022/08/02/kenyan-logistics-startup-sendy-lays-off-10-of-its-staff/,26.0,Kenya
1892,Sensibill,Toronto,Finance,17.0,0.2,2020-04-01 00:00:00,https://betakit.com/following-layoffs-sensibill-secures-5-million-in-debt-financing/,50.0,Canada
44,ShareChat,Bengaluru,Consumer,500.0,0.2,2023-01-16 00:00:00,https://inc42.com/buzz/sharechat-moj-parent-fires-500-employees/,1700.0,India
470,Shippo,SF Bay Area,Logistics,60.0,0.2,2022-11-03 00:00:00,https://www.linkedin.com/posts/laurabehrenswu_today-we-made-the-difficult-decision-to-exit-activity-6994028038543851520-M9iZ/,154.0,United States
1650,Shipsi,Los Angeles,Retail,20.0,0.5,2020-04-28 00:00:00,https://dot.la/shipsi-los-angeles-layoffs-2645859647.html,2.0,United States
789,Shogun,SF Bay Area,Retail,48.0,0.3,2022-08-09 00:00:00,Internal memo,114.0,United States
1730,Shop101,Mumbai,Retail,200.0,0.4,2020-04-15 00:00:00,https://inc42.com/buzz/exclusive-shop101-lays-off-200-employees-remaining-to-get-pay-cuts/,19.0,India
882,Shopify,Ottawa,Retail,1000.0,0.1,2022-07-26 00:00:00,https://www.wsj.com/articles/shopify-to-lay-off-10-of-workers-in-broad-shake-up-11658839047,122.0,Canada
1883,Showpad,Chicago,Marketing,52.0,0.12,2020-04-01 00:00:00,https://www.americaninno.com/chicago/inno-news-chicago/showpad-lays-off-52-employees-globally-18-in-chicago/,159.0,United States
1044,Sidecar Health,Los Angeles,Healthcare,110.0,0.4,2022-06-28 00:00:00,Internal memo,163.0,United States
364,SimilarWeb,New York City,Other,120.0,0.1,2022-11-16 00:00:00,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,235.0,United States
674,Simple Feast,Copenhagen,Food,150.0,1.0,2022-09-07 00:00:00,https://nyheder.tv2.dk/samfund/2022-09-07-firma-bag-plantebaserede-maltidskasser-er-gaet-konkurs,173.0,Denmark
1671,Sisense,New York City,Data,80.0,0.09,2020-04-23 00:00:00,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",274.0,United States
881,Skai,Tel Aviv,Marketing,30.0,0.04,2022-07-27 00:00:00,https://www.calcalistech.com/ctechnews/article/ry0jnia39?prof=5211.Ctech-5214.ctech.Startups,60.0,Israel
729,Skedulo,SF Bay Area,HR,31.0,0.08,2022-08-23 00:00:00,Internal memo,114.0,United States
1249,Skillz,SF Bay Area,Consumer,70.0,0.1,2022-05-20 00:00:00,https://techcrunch.com/2022/05/20/startup-tech-layoff-may-week-3/,287.0,United States
1461,Skyscanner,Edinburgh,Travel,300.0,0.2,2020-07-14 00:00:00,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,197.2,United Kingdom
63,SmartNews,Tokyo,Media,120.0,0.13,2023-01-12 00:00:00,https://techcrunch.com/2023/01/12/news-aggregator-smartnews-lays-off-40-of-non-japan-staff-with-further-reductions-planned-in-japan/,410.0,United States
697,Smava,Berlin,Finance,100.0,0.1,2022-08-31 00:00:00,https://finanz-szene.de/fintech/smava-vergleichsportal-entlassungen/,188.0,Germany
695,Snap,Los Angeles,Consumer,1280.0,0.2,2022-08-31 00:00:00,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,4900.0,United States
51,Snappy,New York City,Marketing,100.0,0.3,2023-01-15 00:00:00,https://www.calcalistech.com/ctechnews/article/byyrkbzso,104.0,United States
526,Snyk,Boston,Security,198.0,0.14,2022-10-24 00:00:00,https://en.globes.co.il/en/article-cybersecurity-co-snyk-laying-off-14-of-workforce-1001427487,849.0,United States
1543,SoFi,SF Bay Area,Finance,112.0,0.07,2020-05-20 00:00:00,https://www.businessinsider.com/sofi-cut-7-percent-staff-quarterely-performance-reviews-2020-5,2500.0,United States
126,Socure,Reno,Finance,104.0,0.19,2023-01-05 00:00:00,https://www.biometricupdate.com/202301/socure-slashes-workforce,646.0,United States
1829,Sojern,SF Bay Area,Marketing,300.0,0.5,2020-04-03 00:00:00,https://www.adweek.com/programmatic/sojern-lays-off-50-of-staff-as-coronavirus-cuts-through-the-travel-industry/,162.0,United States
892,Soluto,Tel Aviv,Support,120.0,1.0,2022-07-24 00:00:00,https://www.calcalistech.com/ctechnews/article/s1xemk935,18.0,Israel
1159,Sonder,SF Bay Area,Travel,250.0,0.21,2022-06-08 00:00:00,Internal memo,839.0,United States
1484,Sonos,New York City,Consumer,174.0,0.12,2020-06-24 00:00:00,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,455.2,United States
11,Sophos,Oxford,Security,450.0,0.1,2023-01-18 00:00:00,https://techcrunch.com/2023/01/18/sophos-global-layoffs/,125.0,United States
419,SoundHound,SF Bay Area,Other,45.0,0.1,2022-11-10 00:00:00,https://techcrunch.com/2022/11/10/soundhound-layoffs/,326.0,United States
1091,Sourcegraph,SF Bay Area,Product,24.0,0.08,2022-06-21 00:00:00,https://newsletter.pragmaticengineer.com/p/the-scoop-15,248.0,United States
602,Spin,SF Bay Area,Transportation,78.0,0.1,2022-09-30 00:00:00,https://techcrunch.com/2022/10/03/tier-mobility-owned-spin-lays-off-about-10-of-workforce-exits-two-markets/,8.0,United States
1495,Splunk,SF Bay Area,Data,70.0,0.01,2020-06-16 00:00:00,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,40.0,United States
1512,SpotHero,Chicago,Transportation,40.0,0.21,2020-06-03 00:00:00,https://www.americaninno.com/chicago/inno-news-chicago/spothero-cuts-40-employees-in-second-round-of-pandemic-related-layoffs/,117.0,United States
274,Springbig,Miami,Sales,37.0,0.23,2022-12-01 00:00:00,https://mjbizdaily.com/marijuana-software-firm-springbig-laying-off-nearly-25-percent-of-workforce/,32.0,United States
1792,Spyce,Boston,Food,4.0,0.12,2020-04-08 00:00:00,https://www.americaninno.com/boston/inno-news-boston/robotic-kitchen-spyce-lays-off-staff-amid-coronavirus-crisis/,26.0,United States
1605,Stack Overflow,New York City,Recruiting,40.0,0.15,2020-05-05 00:00:00,https://www.businessinsider.com/stack-overflow-reduces-workforce-furloughs-layoffs-2020-5,68.0,United States
19,Starry,Boston,Other,100.0,0.24,2023-01-18 00:00:00,https://seekingalpha.com/news/3925492-starry-group-announces-24-job-cuts,260.0,United States
247,Stash,New York City,Finance,32.0,0.08,2022-12-06 00:00:00,https://lp.stash.com/news/saying-goodbye-to-some-of-our-colleagues-and-looking-towards-the-future/,480.0,United States
1016,Stash Financial,New York City,Finance,40.0,0.08,2022-06-30 00:00:00,https://www.forbes.com/sites/jeffkauflin/2022/07/28/in-fintech-2022-is-becoming-the-year-of-layoffs/?sh=70ae2b0d20f3,480.0,United States
1154,Stashaway,Singapore,Finance,31.0,0.14,2022-06-09 00:00:00,https://www.techinasia.com/stashaway-lays-off-staff,61.0,Singapore
1542,Stay Alfred,Spokane,Travel,221.0,1.0,2020-05-20 00:00:00,https://www.spokanejournal.com/local-news/stay-alfred-closes-its-doors-permanently/,62.0,United States
843,Stedi,Boulder,Product,23.0,0.3,2022-08-02 00:00:00,https://twitter.com/GergelyOrosz/status/1554707921984016387,75.0,United States
1148,Stitch Fix,SF Bay Area,Retail,330.0,0.15,2022-06-09 00:00:00,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79.0,United States
1669,StockX,Detroit,Retail,100.0,0.12,2020-04-23 00:00:00,https://www.inputmag.com/style/stockx-layoffs-12-percent-staff-cutting-costs-profit,160.0,United States
1191,Stord,Atlanta,Logistics,59.0,0.08,2022-06-02 00:00:00,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,325.0,United States
1318,Storytel,Stockholm,Media,100.0,0.1,2022-03-17 00:00:00,https://www.svt.se/kultur/storytel-pausar-planen-om-varldsherravalde-pa-ljudboksmarknaden,275.0,Sweden
1019,Stream,Boulder,Product,20.0,0.12,2022-06-30 00:00:00,https://twitter.com/gergelyorosz/status/1542559097878466561?s=21&t=j_BKvp6OmyhkImXKMIPJIA,58.0,United States
102,StreamElements,Tel Aviv,Media,40.0,0.2,2023-01-10 00:00:00,https://www.calcalistech.com/ctechnews/article/hjvdymj5o,111.0,Israel
466,Stripe,SF Bay Area,Finance,1000.0,0.14,2022-11-03 00:00:00,https://www.bloomberg.com/news/articles/2022-11-03/stripe-cutting-headcount-by-14-as-it-readies-for-leaner-times,2300.0,United States
1135,Studio,SF Bay Area,Education,33.0,0.4,2022-06-13 00:00:00,Internal memo,50.0,United States
1658,Submittable,Missoula,Other,30.0,0.2,2020-04-25 00:00:00,https://layoffs.fyi/2020/05/15/submittable-laid-off-30-employees-as-university-clients-shut-down-operations/,17.0,United States
1035,Substack,SF Bay Area,Media,13.0,0.14,2022-06-29 00:00:00,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,82.0,United States
1216,SumUp,Sao Paulo,Finance,100.0,0.03,2022-05-30 00:00:00,https://financefwd.com/de/sumup-entlassungen-brasilien/,50.0,Brazil
1096,SummerBio,SF Bay Area,Healthcare,101.0,1.0,2022-06-20 00:00:00,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,7.0,United States
1061,Sunday,Atlanta,Finance,90.0,0.23,2022-06-24 00:00:00,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,124.0,United States
970,SundaySky,New York City,Marketing,24.0,0.13,2022-07-11 00:00:00,https://en.globes.co.il/en/article-clearhaven-partners-buys-israeli-co-sundaysky-1001417731,74.0,United States
1180,Superhuman,SF Bay Area,Consumer,23.0,0.22,2022-06-03 00:00:00,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,108.0,United States
1082,Superpedestrian,Boston,Transportation,35.0,0.07,2022-06-22 00:00:00,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261.0,United States
1113,Swappie,Helsinki,Retail,250.0,0.17,2022-06-15 00:00:00,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,169.0,Finland
1712,Sweetgreen,Los Angeles,Food,35.0,0.1,2020-04-17 00:00:00,https://dot.la/sweetgreen-layoffs-2645746821.html,478.0,United States
1552,Swiggy,Bengaluru,Food,1100.0,0.14,2020-05-18 00:00:00,https://www.nytimes.com/reuters/2020/05/18/technology/18reuters-india-swiggy-layoffs.html,1600.0,India
1121,Swyft,Toronto,Logistics,10.0,0.3,2022-06-15 00:00:00,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,20.0,Canada
1500,SynapseFI,SF Bay Area,Finance,63.0,0.48,2020-06-12 00:00:00,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,50.0,United States
534,Synapsica,New Delhi,Healthcare,30.0,0.3,2022-10-21 00:00:00,https://yourstory.com/2022/10/healthtech-startup-synapsica-layoffs-30-people-workforce/amp,4.0,India
1874,Synergysuite,Salt Lake City,Food,5.0,0.07,2020-04-02 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,6.0,United States
341,Synthego,SF Bay Area,Healthcare,105.0,0.2,2022-11-18 00:00:00,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,459.0,United States
998,Syte,Tel Aviv,Retail,13.0,0.08,2022-07-05 00:00:00,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,71.0,Israel
701,TCR2,Boston,Healthcare,30.0,0.2,2022-08-31 00:00:00,https://www.fiercebiotech.com/biotech/scoop-tcr2-therapeutics-just-laid-40-its-staff-its-second-round-cuts-less-six-months,173.0,United States
1130,TIFIN,Boulder,Crypto,24.0,0.1,2022-06-14 00:00:00,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,204.0,United States
650,Taboola,New York City,Marketing,100.0,0.06,2022-09-13 00:00:00,https://www.calcalistech.com/ctechnews/article/hybe11icxs,445.0,United States
1593,Tally,SF Bay Area,Finance,28.0,0.23,2020-05-07 00:00:00,https://layoffs.fyi/2020/05/13/credit-card-automation-startup-tally-laid-off-28-employees/,92.0,United States
2020,Tamara Mellon,Los Angeles,Retail,20.0,0.4,2020-03-12 00:00:00,https://layoffs.fyi/list/tamara-mellon/,90.0,United States
1089,TaskUs,Los Angeles,Support,52.0,0.0,2022-06-21 00:00:00,Internal memo,279.0,United States
288,Teachmint,Bengaluru,Education,45.0,0.05,2022-11-30 00:00:00,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,118.0,India
